datetime,hourly_rain_mm,water_level_cm,flow_rate_m3_per_s,batery_v
2024-05-13 15:30:00,,500.00,,13.90
2024-05-13 15:15:00,4.00,501.00,,14.20
2024-05-13 15:00:00,0.00,496.00,,14.20
2024-05-13 14:45:00,,495.00,,14.20
2024-05-13 14:30:00,,495.00,,14.20
2024-05-13 14:15:00,,494.00,,14.30
2024-05-13 14:00:00,,494.00,,14.30
2024-05-13 13:45:00,,495.00,,14.30
2024-05-13 13:30:00,,495.00,,14.30
2024-05-13 13:15:00,,494.00,,14.30
2024-05-13 13:00:00,,494.00,,14.30
2024-05-13 12:45:00,,493.00,,14.30
2024-05-13 12:30:00,,493.00,,14.30
2024-05-13 12:15:00,,492.00,,14.30
2024-05-13 12:00:00,,494.00,,14.30
2024-05-13 11:45:00,,493.00,,14.30
2024-05-13 11:30:00,,492.00,,14.30
2024-05-13 11:15:00,,491.00,,13.80
2024-05-13 11:00:00,,491.00,,13.80
2024-05-13 10:45:00,,491.00,,13.80
2024-05-13 10:30:00,,490.00,,13.80
2024-05-13 10:15:00,,489.00,,13.40
2024-05-13 10:00:00,,490.00,,13.40
2024-05-13 09:45:00,,487.00,,13.40
2024-05-13 09:30:00,,487.00,,13.40
2024-05-13 09:15:00,,486.00,,13.10
2024-05-13 09:00:00,,484.00,,13.10
2024-05-13 08:45:00,,485.00,,13.10
2024-05-13 08:30:00,,482.00,,13.10
2024-05-13 08:15:00,,480.00,,12.90
2024-05-13 08:00:00,,480.00,,12.90
2024-05-13 07:45:00,,479.00,,12.90
2024-05-13 07:30:00,,478.00,,12.90
2024-05-13 07:15:00,,478.00,,12.90
2024-05-13 07:00:00,,477.00,,12.90
2024-05-13 06:45:00,,477.00,,12.90
2024-05-13 06:30:00,,475.00,,12.90
2024-05-13 06:15:00,,475.00,,12.90
2024-05-13 06:00:00,,475.00,,12.90
2024-05-13 05:45:00,,472.00,,12.90
2024-05-13 05:30:00,,472.00,,12.90
2024-05-13 05:15:00,,471.00,,12.90
2024-05-13 05:00:00,,470.00,,12.90
2024-05-13 04:45:00,,470.00,,12.90
2024-05-13 04:30:00,,469.00,,12.90
2024-05-13 04:15:00,,468.00,,12.90
2024-05-13 04:00:00,,469.00,,12.90
2024-05-13 03:45:00,,468.00,,12.90
2024-05-13 03:30:00,,468.00,,12.90
2024-05-13 03:15:00,,468.00,,12.90
2024-05-13 03:00:00,,468.00,,12.90
2024-05-13 02:45:00,,466.00,,12.90
2024-05-13 02:30:00,,467.00,,12.90
2024-05-13 02:15:00,,466.00,,12.90
2024-05-13 02:00:00,,467.00,,12.90
2024-05-13 01:45:00,,464.00,,12.90
2024-05-13 01:30:00,,465.00,,12.90
2024-05-13 01:15:00,,465.00,,12.90
2024-05-13 01:00:00,,464.00,,12.90
2024-05-13 00:45:00,,464.00,,12.90
2024-05-13 00:30:00,,464.00,,12.90
2024-05-13 00:15:00,,465.00,,12.90
2024-05-13 00:00:00,,464.00,,12.90
2024-05-12 23:45:00,,462.00,,12.90
2024-05-12 23:30:00,,463.00,,12.90
2024-05-12 23:15:00,,462.00,,12.90
2024-05-12 23:00:00,,462.00,,12.90
2024-05-12 22:45:00,,462.00,,12.90
2024-05-12 22:30:00,,461.00,,12.90
2024-05-12 22:15:00,,462.00,,12.90
2024-05-12 22:00:00,,464.00,,12.90
2024-05-12 21:45:00,,464.00,,12.90
2024-05-12 21:30:00,,464.00,,12.90
2024-05-12 21:15:00,,464.00,,12.90
2024-05-12 21:00:00,,464.00,,12.90
2024-05-12 20:45:00,,463.00,,12.90
2024-05-12 20:30:00,,462.00,,12.90
2024-05-12 20:15:00,,462.00,,12.90
2024-05-12 20:00:00,,462.00,,12.90
2024-05-12 19:45:00,,463.00,,12.90
2024-05-12 19:30:00,,462.00,,12.90
2024-05-12 19:15:00,,464.00,,12.90
2024-05-12 19:00:00,,463.00,,12.90
2024-05-12 18:45:00,,463.00,,12.90
2024-05-12 18:30:00,,464.00,,12.90
2024-05-12 18:15:00,,463.00,,12.90
2024-05-12 18:00:00,,464.00,,12.90
2024-05-12 17:45:00,,465.00,,12.90
2024-05-12 17:30:00,,463.00,,12.90
2024-05-12 17:15:00,,463.00,,12.90
2024-05-12 17:00:00,,464.00,,12.90
2024-05-12 16:45:00,,465.00,,12.90
2024-05-12 16:30:00,,463.00,,12.90
2024-05-12 16:15:00,,463.00,,13.00
2024-05-12 16:00:00,,463.00,,13.00
2024-05-12 15:45:00,,465.00,,13.00
2024-05-12 15:30:00,,463.00,,13.00
2024-05-12 15:15:00,,462.00,,13.00
2024-05-12 15:00:00,,464.00,,13.00
2024-05-12 14:45:00,,465.00,,13.00
2024-05-12 14:30:00,,463.00,,13.00
2024-05-12 14:15:00,,463.00,,13.10
2024-05-12 14:00:00,,463.00,,13.10
2024-05-12 13:45:00,,463.00,,13.10
2024-05-12 13:30:00,,464.00,,13.10
2024-05-12 13:15:00,,465.00,,13.20
2024-05-12 13:00:00,,465.00,,13.20
2024-05-12 12:45:00,,464.00,,13.20
2024-05-12 12:30:00,,464.00,,13.20
2024-05-12 12:15:00,,464.00,,13.40
2024-05-12 12:00:00,,463.00,,13.40
2024-05-12 11:45:00,,464.00,,13.40
2024-05-12 11:30:00,,464.00,,13.40
2024-05-12 11:15:00,,464.00,,13.60
2024-05-12 11:00:00,,463.00,,13.60
2024-05-12 10:45:00,,465.00,,13.60
2024-05-12 10:30:00,,465.00,,13.60
2024-05-12 10:15:00,,465.00,,13.30
2024-05-12 10:00:00,,466.00,,13.30
2024-05-12 09:45:00,,464.00,,13.30
2024-05-12 09:30:00,,465.00,,13.30
2024-05-12 09:15:00,,464.00,,13.00
2024-05-12 09:00:00,,465.00,,13.00
2024-05-12 08:45:00,,464.00,,13.00
2024-05-12 08:30:00,,464.00,,13.00
2024-05-12 08:15:00,,464.00,,12.90
2024-05-12 08:00:00,,464.00,,12.90
2024-05-12 07:45:00,,464.00,,12.90
2024-05-12 07:30:00,,465.00,,12.90
2024-05-12 07:15:00,,464.00,,12.90
2024-05-12 07:00:00,,463.00,,12.90
2024-05-12 06:45:00,,464.00,,12.90
2024-05-12 06:30:00,,464.00,,12.90
2024-05-12 06:15:00,,464.00,,12.90
2024-05-12 06:00:00,,465.00,,12.90
2024-05-12 05:45:00,,466.00,,12.90
2024-05-12 05:30:00,,463.00,,12.90
2024-05-12 05:15:00,,463.00,,12.90
2024-05-12 05:00:00,,462.00,,12.90
2024-05-12 04:45:00,,462.00,,12.90
2024-05-12 04:30:00,,464.00,,12.90
2024-05-12 04:15:00,,463.00,,12.90
2024-05-12 04:00:00,,464.00,,12.90
2024-05-12 03:45:00,,462.00,,12.90
2024-05-12 03:30:00,,463.00,,12.90
2024-05-12 03:15:00,,462.00,,12.90
2024-05-12 03:00:00,,461.00,,12.90
2024-05-12 02:45:00,,462.00,,12.90
2024-05-12 02:30:00,,461.00,,12.90
2024-05-12 02:15:00,,462.00,,12.90
2024-05-12 02:00:00,,461.00,,12.90
2024-05-12 01:45:00,,461.00,,12.90
2024-05-12 01:30:00,,462.00,,12.90
2024-05-12 01:15:00,,461.00,,12.90
2024-05-12 01:00:00,,461.00,,12.90
2024-05-12 00:45:00,,461.00,,12.90
2024-05-12 00:30:00,,462.00,,12.90
2024-05-12 00:15:00,,461.00,,12.90
2024-05-12 00:00:00,,462.00,,12.90
2024-05-11 23:45:00,,461.00,,12.90
2024-05-11 23:30:00,,461.00,,12.90
2024-05-11 23:15:00,,461.00,,12.90
2024-05-11 23:00:00,,460.00,,12.90
2024-05-11 22:45:00,,459.00,,12.90
2024-05-11 22:30:00,,460.00,,12.90
2024-05-11 22:15:00,,460.00,,12.90
2024-05-11 22:00:00,,458.00,,12.90
2024-05-11 21:45:00,,458.00,,12.90
2024-05-11 21:30:00,,458.00,,12.90
2024-05-11 21:15:00,,460.00,,13.00
2024-05-11 21:00:00,,458.00,,13.00
2024-05-11 20:45:00,,458.00,,13.00
2024-05-11 20:30:00,,458.00,,13.00
2024-05-11 20:15:00,,458.00,,13.00
2024-05-11 20:00:00,,458.00,,13.00
2024-05-11 19:45:00,,458.00,,13.00
2024-05-11 19:30:00,,456.00,,13.00
2024-05-11 19:15:00,,457.00,,13.00
2024-05-11 19:00:00,,458.00,,13.00
2024-05-11 18:45:00,,456.00,,13.00
2024-05-11 18:30:00,,457.00,,13.00
2024-05-11 18:15:00,,456.00,,13.10
2024-05-11 18:00:00,,459.00,,13.10
2024-05-11 17:45:00,,457.00,,13.10
2024-05-11 17:30:00,,457.00,,13.10
2024-05-11 17:15:00,,458.00,,13.30
2024-05-11 17:00:00,,457.00,,13.30
2024-05-11 16:45:00,,458.00,,13.30
2024-05-11 16:30:00,,456.00,,13.30
2024-05-11 16:15:00,,457.00,,13.40
2024-05-11 16:00:00,,458.00,,13.40
2024-05-11 15:45:00,,456.00,,13.40
2024-05-11 15:30:00,,458.00,,13.40
2024-05-11 15:15:00,,457.00,,13.20
2024-05-11 15:00:00,,458.00,,13.20
2024-05-11 14:45:00,,458.00,,13.20
2024-05-11 14:30:00,,458.00,,13.20
2024-05-11 14:15:00,,457.00,,13.40
2024-05-11 14:00:00,,457.00,,13.40
2024-05-11 13:45:00,,458.00,,13.40
2024-05-11 13:30:00,,457.00,,13.40
2024-05-11 13:15:00,,458.00,,13.70
2024-05-11 13:00:00,,458.00,,13.70
2024-05-11 12:45:00,,458.00,,13.70
2024-05-11 12:30:00,,459.00,,13.70
2024-05-11 12:15:00,,459.00,,13.20
2024-05-11 12:00:00,,458.00,,13.20
2024-05-11 11:45:00,,459.00,,13.20
2024-05-11 11:30:00,,459.00,,13.20
2024-05-11 11:15:00,,458.00,,13.40
2024-05-11 11:00:00,,458.00,,13.40
2024-05-11 10:45:00,,459.0,,13.40
2024-05-11 10:30:00,,459.0,,13.40
2024-05-11 10:15:00,,459.0,,13.00
2024-05-11 10:00:00,,459.0,,13.00
2024-05-11 09:45:00,,459.0,,13.00
2024-05-11 09:30:00,,459.0,,13.00
2024-05-11 09:15:00,,459.0,,13.00
2024-05-11 09:00:00,,459.0,,13.00
2024-05-11 08:45:00,,460.0,,13.00
2024-05-11 08:30:00,,460.0,,13.00
2024-05-11 08:15:00,,460.00,,13.00
2024-05-11 08:00:00,,460.00,,13.00
2024-05-11 07:45:00,,460.00,,13.00
2024-05-11 07:30:00,,460.00,,13.00
2024-05-11 07:15:00,,460.00,,12.90
2024-05-11 07:00:00,,459.00,,12.90
2024-05-11 06:45:00,,459.00,,12.90
2024-05-11 06:30:00,,460.00,,12.90
2024-05-11 06:15:00,,460.00,,12.90
2024-05-11 06:00:00,,460.00,,12.90
2024-05-11 05:45:00,,461.00,,12.90
2024-05-11 05:30:00,,461.00,,12.90
2024-05-11 05:15:00,,460.00,,12.90
2024-05-11 05:00:00,,460.00,,12.90
2024-05-11 04:45:00,,461.00,,12.90
2024-05-11 04:30:00,,460.00,,12.90
2024-05-11 04:15:00,,461.00,,12.90
2024-05-11 04:00:00,,461.00,,12.90
2024-05-11 03:45:00,,461.00,,12.90
2024-05-11 03:30:00,,461.00,,12.90
2024-05-11 03:15:00,,461.00,,12.90
2024-05-11 03:00:00,,461.00,,12.90
2024-05-11 02:45:00,,461.00,,12.90
2024-05-11 02:30:00,,461.00,,12.90
2024-05-11 02:15:00,,461.00,,12.90
2024-05-11 02:00:00,,462.00,,12.90
2024-05-11 01:45:00,,463.00,,12.90
2024-05-11 01:30:00,,462.00,,12.90
2024-05-11 01:15:00,,463.00,,12.90
2024-05-11 01:00:00,,463.00,,12.90
2024-05-11 00:45:00,,463.00,,12.90
2024-05-11 00:30:00,,463.00,,12.90
2024-05-11 00:15:00,,464.00,,12.90
2024-05-11 00:00:00,,464.00,,12.90
2024-05-10 23:45:00,,464.00,,12.90
2024-05-10 23:30:00,,464.00,,12.90
2024-05-10 23:15:00,,466.00,,13.00
2024-05-10 23:00:00,,466.00,,13.00
2024-05-10 22:45:00,,467.00,,13.00
2024-05-10 22:30:00,,466.00,,13.00
2024-05-10 22:15:00,,466.00,,13.00
2024-05-10 22:00:00,,468.00,,13.00
2024-05-10 21:45:00,,468.00,,13.00
2024-05-10 21:30:00,,468.00,,13.00
2024-05-10 21:15:00,,469.00,,13.00
2024-05-10 21:00:00,,470.00,,13.00
2024-05-10 20:45:00,,469.00,,13.00
2024-05-10 20:30:00,,471.00,,13.00
2024-05-10 20:15:00,,471.00,,13.00
2024-05-10 20:00:00,,471.00,,13.00
2024-05-10 19:45:00,,470.00,,13.00
2024-05-10 19:30:00,,470.00,,13.00
2024-05-10 19:15:00,,470.00,,13.10
2024-05-10 19:00:00,,470.00,,13.10
2024-05-10 18:45:00,,470.00,,13.10
2024-05-10 18:30:00,,469.00,,13.10
2024-05-10 18:15:00,,470.00,,13.10
2024-05-10 18:00:00,,470.00,,13.10
2024-05-10 17:45:00,,471.00,,13.10
2024-05-10 17:30:00,,470.00,,13.10
2024-05-10 17:15:00,,471.00,,13.40
2024-05-10 17:00:00,,471.00,,13.40
2024-05-10 16:45:00,,470.00,,13.40
2024-05-10 16:30:00,,471.00,,13.40
2024-05-10 16:15:00,,470.00,,13.50
2024-05-10 16:00:00,,470.00,,13.50
2024-05-10 15:45:00,,471.00,,13.50
2024-05-10 15:30:00,,470.00,,13.50
2024-05-10 15:15:00,,470.00,,13.70
2024-05-10 15:00:00,,469.00,,13.70
2024-05-10 14:45:00,,469.00,,13.70
2024-05-10 14:30:00,,469.00,,13.70
2024-05-10 14:15:00,,470.00,,13.60
2024-05-10 14:00:00,,470.00,,13.60
2024-05-10 13:45:00,,471.00,,13.60
2024-05-10 13:30:00,,471.00,,13.60
2024-05-10 13:15:00,,471.00,,13.60
2024-05-10 13:00:00,,471.00,,13.60
2024-05-10 12:45:00,,471.00,,13.60
2024-05-10 12:30:00,,471.00,,13.60
2024-05-10 12:15:00,,471.00,,13.10
2024-05-10 12:00:00,,472.00,,13.10
2024-05-10 11:45:00,,472.00,,13.10
2024-05-10 11:30:00,,470.00,,13.10
2024-05-10 11:15:00,,471.00,,13.00
2024-05-10 11:00:00,,470.00,,13.00
2024-05-10 10:45:00,,472.00,,13.00
2024-05-10 10:30:00,,471.00,,13.00
2024-05-10 10:15:00,,473.00,,13.20
2024-05-10 10:00:00,,472.00,,13.20
2024-05-10 09:45:00,,472.00,,13.20
2024-05-10 09:30:00,,473.00,,13.20
2024-05-10 09:15:00,,473.00,,13.00
2024-05-10 09:00:00,,473.00,,13.00
2024-05-10 08:45:00,,474.00,,13.00
2024-05-10 08:30:00,,474.00,,13.00
2024-05-10 08:15:00,,474.00,,13.00
2024-05-10 08:00:00,,475.00,,13.00
2024-05-10 07:45:00,,474.00,,13.00
2024-05-10 07:30:00,,474.00,,13.00
2024-05-10 07:15:00,,475.00,,12.90
2024-05-10 07:00:00,,475.00,,12.90
2024-05-10 06:45:00,,476.00,,12.90
2024-05-10 06:30:00,,474.00,,12.90
2024-05-10 06:15:00,,474.00,,13.00
2024-05-10 06:00:00,,475.00,,13.00
2024-05-10 05:45:00,,476.00,,13.00
2024-05-10 05:30:00,,476.00,,13.00
2024-05-10 05:15:00,,477.00,,13.00
2024-05-10 05:00:00,,477.00,,13.00
2024-05-10 04:45:00,,477.00,,13.00
2024-05-10 04:30:00,,476.00,,13.00
2024-05-10 04:15:00,,477.00,,13.00
2024-05-10 04:00:00,,477.00,,13.00
2024-05-10 03:45:00,,477.00,,13.00
2024-05-10 03:30:00,,476.00,,13.00
2024-05-10 03:15:00,,478.00,,13.00
2024-05-10 03:00:00,,477.00,,13.00
2024-05-10 02:45:00,,478.00,,13.00
2024-05-10 02:30:00,,478.00,,13.00
2024-05-10 02:15:00,,478.00,,13.00
2024-05-10 02:00:00,,479.00,,13.00
2024-05-10 01:45:00,,479.00,,13.00
2024-05-10 01:30:00,,479.00,,13.00
2024-05-10 01:15:00,,478.00,,13.00
2024-05-10 01:00:00,,478.00,,13.00
2024-05-10 00:45:00,,479.00,,13.00
2024-05-10 00:30:00,,479.00,,13.00
2024-05-10 00:15:00,,481.00,,13.00
2024-05-10 00:00:00,,481.00,,13.00
2024-05-09 23:45:00,,481.00,,13.00
2024-05-09 23:30:00,,481.00,,13.00
2024-05-09 23:15:00,,480.00,,13.00
2024-05-09 23:00:00,,481.00,,13.00
2024-05-09 22:45:00,,482.00,,13.00
2024-05-09 22:30:00,,481.00,,13.00
2024-05-09 22:15:00,,482.00,,13.10
2024-05-09 22:00:00,,482.00,,13.10
2024-05-09 21:45:00,,483.00,,13.10
2024-05-09 21:30:00,,484.00,,13.10
2024-05-09 21:15:00,,483.00,,13.10
2024-05-09 21:00:00,,483.00,,13.10
2024-05-09 20:45:00,,485.00,,13.10
2024-05-09 20:30:00,,483.00,,13.10
2024-05-09 20:15:00,,483.00,,13.10
